nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud,categoria_negocio
Restaurante Montero Cazorla Alcala 261,"Calle Alcalá, 261, Madrid",28028,4.3,1579.0,"restaurant, food, point_of_interest, establishment",40.4320779,-3.657528899999999,Restauración
microFusa ArdeMadrid,"Calle de Ardemans, 9, Madrid",28028,4.4,893.0,"point_of_interest, store, establishment",40.4337419,-3.671741,Comercio / Servicios
Herbolario Salud Mediterránea,"Calle de José Ortega y Gasset, 77, Madrid",28028,4.2,149.0,"point_of_interest, store, establishment",40.4299072,-3.6727329,Comercio / Servicios
Carrefour Express,"Plaza de Manuel Becerra, 15, Madrid",28028,3.8,762.0,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",40.427831,-3.6679052,Restauración
Calasancio Colegio de Madrid,"Calle del Conde de Peñalver, 51, Madrid",28028,3.7,109.0,"school, point_of_interest, establishment",40.4310799,-3.675450099999999,Educación
Centro Cultural Buenavista,"Avenida de los Toreros, 5, Madrid",28028,4.1,590.0,"point_of_interest, establishment",40.4320796,-3.6706822,Otros / No categorizado
Clínica Laservisión,"Calle de José Ortega y Gasset, 56 duplicado, Madrid",28028,4.7,377.0,"doctor, point_of_interest, health, establishment",40.42989550000001,-3.676245099999999,Comercio / Servicios
IES Avenida de los Toreros,"Avenida de los Toreros, 57, Madrid",28028,,,"secondary_school, point_of_interest, school, establishment",40.4335371,-3.664819399999999,Educación
National Police Madrid-Salamanca district,"Calle Príncipe de Asturias, 8, Madrid",28028,,,"police, point_of_interest, establishment",40.427901,-3.671627,Otros / No categorizado
Calzados a Medida Lices,"Calle de Béjar, 34, Local, Madrid",28028,3.8,13.0,"point_of_interest, establishment",40.436954,-3.6720472,Otros / No categorizado
El Fogón de Trifón,"Calle de Ayala, 144, Madrid",28028,4.5,694.0,"restaurant, food, point_of_interest, establishment",40.4270556,-3.671805,Restauración
Restaurante Ordago Madrid,"Calle de Sancho Dávila, 15, Madrid",28028,4.7,815.0,"restaurant, food, point_of_interest, establishment",40.42741719999999,-3.6616914,Restauración
El Pescador,"Calle de José Ortega y Gasset, 75, Madrid",28028,4.3,1693.0,"restaurant, food, point_of_interest, establishment",40.4299488,-3.6729128,Restauración
Just Novias: alquiler de vestidos de novia,"Calle de Ayala, 120, 2°B, Madrid",28028,4.0,192.0,"clothing_store, store, point_of_interest, establishment",40.4271479,-3.673324999999999,Comercio / Servicios
Fisioterapia en el Barrio de Salamanca | FisioNaciones,"Calle Naciones, 19-21, Madrid",28028,4.8,47.0,"point_of_interest, health, establishment",40.42676489999999,-3.6728215,Salud
microFusa Shop Madrid,"Calle de Ardemans, 9, Madrid",28028,4.0,478.0,"electronics_store, home_goods_store, store, point_of_interest, establishment",40.4336063,-3.6717539,Comercio / Servicios
Clave Audio,"Calle de Padilla, 68, Madrid",28028,4.6,111.0,"electronics_store, store, point_of_interest, establishment",40.4310441,-3.6743055,Comercio / Servicios
21st Century Music,"Calle de Roma, 20, Madrid",28028,4.7,39.0,"point_of_interest, establishment",40.430945,-3.6660497,Otros / No categorizado
Bluespace Las Ventas,"Avenida de los Toreros, 8, Madrid",28028,4.4,357.0,"moving_company, storage, point_of_interest, establishment",40.43190560000001,-3.6697548,Otros / No categorizado
Dermasana Alcalá - Depilación Láser Madrid,"Calle Alcalá, 180, Madrid",28028,4.9,2317.0,"hair_care, beauty_salon, point_of_interest, health, establishment",40.4293549,-3.6656559,Comercio / Servicios
Workcenter Conde de Peñalver,"Calle del Conde de Peñalver, Calle de José Ortega y Gasset, 51 Esquina, Madrid",28028,3.6,642.0,"store, point_of_interest, establishment",40.43006809999999,-3.6754763,Comercio / Servicios
Restaurante El Montero de Cazorla Ventas,"Calle de Cipriano Sancho, 5, Madrid",28028,4.3,2566.0,"restaurant, food, point_of_interest, establishment",40.4316926,-3.6548019,Restauración
"AGISA - General Property Management, S.A.","Calle de la Virgen de Lourdes, 38, Bajo, Madrid",28028,2.7,55.0,"real_estate_agency, point_of_interest, establishment",40.4354063,-3.6563028,Comercio / Servicios
MASmusculo Madrid,"Calle de Goya, 118, Madrid",28028,3.9,117.0,"food, store, point_of_interest, health, establishment",40.42429949999999,-3.6693826,Restauración
Masajes y Técnicas Orientales Hermosilla S. L.,"Calle de Hermosilla, 102, 1ºA, Madrid",28028,4.5,144.0,"point_of_interest, health, establishment",40.4256456,-3.6721537,Salud
Madrid,Madrid,28029,,,"locality, political",40.41672790000001,-3.7032905,Administración / Localidad
Eurostars Madrid Tower,"Paseo de la Castellana, 259, B, Madrid",28029,4.4,6821.0,"lodging, point_of_interest, establishment",40.4766477,-3.6877681,Alojamiento
Hotel Exe Plaza,"Paseo de la Castellana, 191, Madrid",28029,4.2,4175.0,"lodging, point_of_interest, establishment",40.46756359999999,-3.6900625,Alojamiento
Hotel Madrid Chamartín Affiliated by Meliá,"Calle de Mauricio Ravel, 10, Madrid",28029,4.0,3059.0,"lodging, point_of_interest, establishment",40.47202,-3.684684,Alojamiento
"""Érase un Hotel""","Calle de Bravo Murillo, 304, Madrid",28029,4.5,5118.0,"lodging, point_of_interest, establishment",40.4629322,-3.696747400000001,Alojamiento
El Jamón y El Churrasco,"Calle de la Infanta Mercedes, 64 (28020, Madrid",28029,4.3,1625.0,"restaurant, food, point_of_interest, establishment",40.4604933,-3.696067300000001,Restauración
Hotel 4C Puerta Europa,"Calle de Bravo Murillo, 364, Madrid",28029,3.9,636.0,"lodging, point_of_interest, establishment",40.4649861,-3.6931906,Alojamiento
Eurostars Suites Mirasierra,"Calle de Alfredo Marqueríe, 43, Madrid",28029,4.4,3089.0,"lodging, point_of_interest, establishment",40.4866202,-3.703554699999999,Alojamiento
Hotel Villamadrid,"Calle Xaudaró, 2, Madrid",28029,4.2,2381.0,"lodging, point_of_interest, establishment",40.4897144,-3.6880755,Alojamiento
Meliá Castilla,"Calle del Poeta Joan Maragall, 43, Madrid",28029,4.5,8021.0,"lodging, point_of_interest, establishment",40.461445,-3.692187,Alojamiento
El Molino,"Calle del Conde de Serrallo, 1, Madrid",28029,4.0,733.0,"restaurant, food, point_of_interest, establishment",40.4659271,-3.6921363,Restauración
Crisol Via Castellana,"Paseo de la Castellana, 220, Madrid",28029,4.0,3916.0,"lodging, point_of_interest, establishment",40.4677128,-3.6882912,Alojamiento
Hotel DI CARLO,"Calle de las Azucenas, 5, Madrid",28029,3.6,164.0,"lodging, point_of_interest, establishment",40.4632269,-3.697954599999999,Alojamiento
Asador Donostiarra,"Calle de la Infanta Mercedes, 79, Madrid",28029,4.6,5016.0,"restaurant, food, point_of_interest, establishment",40.4616628,-3.6957148,Restauración
Calzados El Ferrocarril,"Calle de Bravo Murillo, 319, BAJO, Madrid",28029,4.3,105.0,"shoe_store, store, point_of_interest, establishment",40.46353659999999,-3.696608699999999,Comercio / Servicios
Librería Alcaná,"Calle del Marqués de Viana, 52, Madrid",28029,4.8,8542.0,"book_store, home_goods_store, store, point_of_interest, establishment",40.463103,-3.70261,Comercio / Servicios
Hotel Caballero Errante Plaza de Castilla.,"Calle Pinos Alta, 14, Madrid",28029,3.8,1097.0,"lodging, point_of_interest, establishment",40.4661184,-3.6960334,Alojamiento
La Guisandera de Piñera,"Calle de Rosario Pino, 12, Madrid",28029,4.6,716.0,"restaurant, food, point_of_interest, establishment",40.4622839,-3.6923399,Restauración
Hotel Chamartín The One,"Calle de Agustín de Foxá, s/n, Madrid",28029,4.0,6259.0,"lodging, point_of_interest, establishment",40.47227799999999,-3.6832466,Alojamiento
Fuencarral-El Pardo,Fuencarral-El Pardo,28029,,,"sublocality_level_1, sublocality, political",40.5322776,-3.7841503,Administración / Localidad
Apartamentos Turísticos G3 Galeón Madrid,"Calle de Francisco Medrano, 4, Madrid",28029,3.8,146.0,"lodging, point_of_interest, establishment",40.45878919999999,-3.699367499999999,Alojamiento
Librería Akira Comics,"Avenida de Betanzos, 74, Madrid",28029,4.8,8340.0,"book_store, point_of_interest, store, establishment",40.48237400000001,-3.713604000000001,Comercio / Servicios
Sfera,"Avenida de Monforte de Lemos, s/n, Madrid",28029,4.0,1248.0,"clothing_store, point_of_interest, store, establishment",40.4792949,-3.707678099999999,Comercio / Servicios
I.E.S. PRINCE FELIPE,"Calle de Finisterre, 60, Madrid",28029,,,"secondary_school, school, point_of_interest, establishment",40.4805637,-3.7023547,Educación
Juzgado 1ª Instancia Nº 9,"Calle del Poeta Joan Maragall, 66, Madrid",28029,3.7,3.0,"courthouse, point_of_interest, establishment",40.46427329999999,-3.691296099999998,Administración / Localidad
Casa Nemesio,"Paseo de la Castellana, 260, Madrid",28029,4.4,2052.0,"restaurant, food, point_of_interest, establishment",40.4723528,-3.6869517,Restauración
Restaurante L'abbraccio,"Calle del Poeta Joan Maragall, 51, Madrid",28029,4.4,1756.0,"meal_delivery, restaurant, food, point_of_interest, establishment",40.463413,-3.692554899999999,Restauración
Restaurante Asador Casa Juan,"Calle de la Infanta Mercedes, 111, Madrid",28029,4.5,7195.0,"restaurant, food, point_of_interest, establishment",40.4639697,-3.6933123,Restauración
El Asador de Aranda,"Plaza Castilla, 3, Madrid",28029,4.5,1596.0,"restaurant, bar, food, point_of_interest, establishment",40.4663351,-3.6905496,Restauración
Restaurante La Tagliatella,"Calle del Poeta Joan Maragall, 53, Madrid",28029,4.1,2156.0,"restaurant, food, point_of_interest, establishment",40.4633594,-3.6917585,Restauración
Polideportivo Municipal Golden Triangle,"Calle de Bravo Murillo, 376, Madrid",28029,3.9,869.0,"point_of_interest, establishment",40.4650599,-3.6927203,Otros / No categorizado
Escuela de Yoga Origen,"Calle de Pedro Rico, 47, Madrid",28029,4.9,63.0,"gym, health, point_of_interest, establishment",40.48200439999999,-3.7026324,Comercio / Servicios
Rodilla,"Paseo de la Castellana, 193, Madrid",28029,3.8,1607.0,"restaurant, meal_delivery, cafe, meal_takeaway, food, point_of_interest, store, establishment",40.467564,-3.689471,Restauración
Colegio La Salle Sagrado Corazón,"Avenida del Cardenal Herrera Oria, 242, Madrid",28029,,,"school, point_of_interest, establishment",40.4827365,-3.717476699999999,Educación
BBVA,"Calle de Melchor Fernández Almagro, 84, Madrid",28029,2.9,55.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.47549909999999,-3.710840199999999,Comercio / Servicios
BBVA,"Calle de Enrique Larreta, 4, Madrid",28029,1.8,39.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.4677209,-3.6861956,Comercio / Servicios
Sitomaco,"Calle de Ceuta, 21, Madrid",28029,4.7,542.0,"store, point_of_interest, establishment",40.46252,-3.698519999999999,Comercio / Servicios
Montero Espinosa Driving Academy,"Plaza Castilla, 3 BIS, planta 3ª, Madrid",28029,4.6,196.0,"point_of_interest, establishment",40.4660044,-3.6907763,Otros / No categorizado
i-Tek.es,"Calle Sorgo, 53, nave 4, Madrid",28029,5.0,1.0,"point_of_interest, store, establishment",40.46824959999999,-3.706115499999999,Comercio / Servicios
Mesón Txistu,"Plaza Angel de Carbajo, 6, Madrid",28029,4.5,4347.0,"restaurant, food, point_of_interest, establishment",40.4626736,-3.6938771,Restauración
I.S.G.F. Commercial reports..,"Calle de Lezama, 2, Madrid",28029,1.3,1029.0,"point_of_interest, establishment",40.4904878,-3.6917727,Otros / No categorizado
Restaurante Gallego,"Calle de San Modesto, 44, Madrid",28029,4.2,1745.0,"restaurant, point_of_interest, food, establishment",40.4858632,-3.6926373,Restauración
Pensión Cuatro Torres,"Calle de la Virgen de Aránzazu, 19, Madrid",28029,3.5,200.0,"lodging, point_of_interest, establishment",40.4860622,-3.6902369,Alojamiento
Los Arroces de Segis,"Calle de la Infanta Mercedes, 109, Madrid",28029,3.9,2312.0,"restaurant, point_of_interest, food, establishment",40.4639444,-3.6934167,Restauración
Provincial Court 2nd Penal Section,"Calle de Santiago de Compostela, 96, Madrid",28029,3.7,33.0,"courthouse, local_government_office, point_of_interest, establishment",40.4780317,-3.720289600000001,Administración / Localidad
Fundación Canal,"Calle de Mateo Inurria, 2, Madrid",28029,4.5,4275.0,"tourist_attraction, museum, point_of_interest, establishment",40.4659643,-3.6880179,Turismo / Atracción
Casa Pepe,"Calle de Celanova, 19, Madrid",28029,4.3,11319.0,"bar, restaurant, point_of_interest, food, establishment",40.4721109,-3.7130725,Restauración
Yoofit Boutique Gym Experience,"Estación de Chamartín, s/n, Planta Ático, Madrid",28029,4.3,698.0,"gym, health, point_of_interest, establishment",40.4724016,-3.6817714,Comercio / Servicios
"Álvarez, deporte y tiempo libre","Calle del Poeta Joan Maragall, 60, Madrid",28029,4.2,1513.0,"store, point_of_interest, establishment",40.4630755,-3.6914393,Comercio / Servicios
La Vaguada cines,"Calle de Santiago de Compostela, S/N, Madrid",28029,3.8,4946.0,"movie_theater, point_of_interest, establishment",40.4800527,-3.707578,Otros / No categorizado
El Mesón Gallego l Restaurante gallego Madrid,"Calle de Müller, 35, Madrid",28029,4.4,1227.0,"restaurant, point_of_interest, food, establishment",40.4646114,-3.6989004,Restauración
EMBAJADA BRITANICA,"Paseo de la Castellana, 259, Madrid",28029,2.9,90.0,"embassy, point_of_interest, establishment",40.47915489999999,-3.686543499999999,Administración / Localidad
Cuatro Torres Business Area,"Paseo de la Castellana, 259, Madrid",28029,4.5,3282.0,"point_of_interest, establishment",40.4767085,-3.687918000000001,Otros / No categorizado
Asia Té,"Calle de Agustín de Foxá, 27, Madrid",28029,4.2,831.0,"restaurant, point_of_interest, food, establishment",40.4710408,-3.6851062,Restauración
Torre de Cristal,"Paseo de la Castellana, 259C, Planta 19, Madrid",28029,4.5,206.0,"gym, spa, health, point_of_interest, establishment",40.4781919,-3.6874821,Comercio / Servicios
Centro Médico Estético Ana Martí,"Calle de Ginzo de Limia, 35, Madrid",28029,4.8,29.0,"beauty_salon, hospital, health, point_of_interest, establishment",40.47820129999999,-3.7041693,Salud
Andetel,"Calle del Doctor Ramón Castroviejo, 5, Madrid",28029,3.6,47.0,"point_of_interest, establishment",40.4794484,-3.7136401,Otros / No categorizado
Disfracestuyyo.com,"Calle de Navas, 8, Madrid",28029,4.3,945.0,"clothing_store, home_goods_store, store, point_of_interest, establishment",40.46277,-3.69791,Comercio / Servicios
Catenon,"Paseo de la Castellana, 259C, planta 20, Madrid",28029,4.5,15.0,"point_of_interest, establishment",40.4781919,-3.6874821,Otros / No categorizado
Centro Municipal de Salud comunitario (CMSc) de Fuencarral,"Avenida de Monforte de Lemos, 38, Madrid",28029,2.8,40.0,"health, point_of_interest, establishment",40.478613,-3.7094293,Salud
Madrid,Madrid,28030,,,"locality, political",40.41672790000001,-3.7032905,Administración / Localidad
Hotel Porcel Torre Garden,"Calle de los Hermanos García Noblejas, 190 bis, Madrid",28030,4.2,2067.0,"lodging, point_of_interest, establishment",40.4194041,-3.6253211,Alojamiento
Viajes Iberia,"Calle de la Hacienda de Pavones, 8, Madrid",28030,4.6,5.0,"travel_agency, point_of_interest, establishment",40.404374,-3.649068499999999,Otros / No categorizado
IES Carlos María Rodríguez de Valcárcel,"Plaza del Encuentro, 4, Madrid",28030,3.3,104.0,"point_of_interest, establishment",40.4054426,-3.652352300000001,Otros / No categorizado
The Veterinary Clinic,"Calle de la Marroquina, 26, Madrid",28030,4.4,549.0,"veterinary_care, point_of_interest, establishment",40.40747580000001,-3.648924799999999,Otros / No categorizado
Academia de Baile VM22,"Calle de la Primavera de Praga, 11, Madrid",28030,4.3,24.0,"point_of_interest, establishment",40.411643,-3.655557,Otros / No categorizado
